Question,Answer
"Larvae of the insect family Agro-myzi-dae are “miners” of these structures, where bundle-sheath cells are found. These structures can be “palmately compound,” and they have parallel veins in (*) monocots. Carotenoid pigments that are yellow and orange become more prominent in these structures before they are shed by deciduous trees. For ten points, name these green plant structures that are the primary site of photosynthesis.",leaf (accept leaves; prompt on “plant” before “palmately” is read)
"Three days before this battle, a skirmish at Blackburn’s Ford gave Jubal Early’s men crucial experience. This battle ended with the “Great Skedaddle,” when civilian picnickers ﬂed home in a panic after an expected easy victory ﬁnished instead as a loss. Irvin McDowell was routed in this battle, where Thomas Jackson earned the (*) nickname “Stonewall.” The Battle of Fort Sumter was three months before, for ten points, what July 21, 1861 battle, the ﬁrst major battle of the Civil War?",First Battle of Bull Run (accept First Battle of Manassas)
"For the mixing of an ideal solution, this quantity is zero, and it is constant in a Joule-Thomson process. At constant pressure, the derivative of this quantity with respect to temperature yields heat capacity. According to (*) Hess’s law, the change in this quantity for a reaction is independent of the number of steps. This quantity is negative for an exothermic reaction. For ten points, name this state function symbolized H, the total heat content of a system.",change in enthalpy (accept H before it is read; do not accept or prompt on “entropy”)
"This novel’s protagonist is told not to judge a book by its cover by Simmons, Harris, and the other members of Granger’s gang after the Reverend Padover makes him a “backup Ecclesiastes.” In this novel, a (*) Salamander driven by Captain Beatty stops at the protagonist’s house when Mildred reports her husband for possessing literature. The ﬁreman Guy Montag burns books in, for ten points, what novel by Ray Bradbury whose title refers to the temperature at which paper supposedly auto-ignites?",Fahrenheit 451
"In an open letter celebrating the release of this album’s title track, its artist said “i know we promised to die with the secret.” Nike sued MSCHF [“mischief”] over sneakers painted with ink supposedly mixed with (*) human blood; six hundred sixty-six pairs of those sneakers were made to promote this album. The singles “Sun Goes Down” and “Industry Baby” appear on, for ten points, what 2021 album whose title track, subtitled “Call Me By Your Name,” was the second number one hit for Lil Nas X?",MONTERO (accept MONTERO (Call Me By Your Name))
"A duet by this composer praises a ruler from “Arabia’s spicy shores” after the “Arrival of the Queen of Sheba.” An anthem by this composer has been used at every British coronation since that of his patron, George II [second]. This composer of the Solomon oratorio and (*) Zadok the Priest wrote an oratorio in which the chorus praises the “king of kings” and “lord of lords,” and repeats “and he shall reign forever and ever.” For ten points, the “Hallelujah Chorus” is part of what composer’s Messiah oratorio?",Georg Friedrich Handel
"This hero is transported by the ferryman Urshanabi [oor-shah-nah-bee] to the home of a man who had survived the Great Flood. This hero immediately falls asleep after he is told by Utnapishtim [oot-nah-peesh- teem] to stay awake for six days and seven nights to achieve immortality. After this hero kills Humbaba in the Cedar Forest and defeats the (*) Bull of Heaven sent by the goddess Ishtar, the gods kill this king’s “wild man” companion, Enkidu. For ten points, name this mythical king of Uruk, the namesake of a Sumerian epic.",Gilgamesh (accept Bilgamesh)
"In a novel from this country, Bamford and Maureen Smales ﬂee to the village of the title Black servant to escape a revolution. In another novel set in this country, Absalom is sentenced to death for the murder of Arthur Jarvis, saddening his father, (*) Stephen Kumalo. This country is the setting of Nadine Gordimer’s July’s People and an Alan Paton novel set during this country’s Apartheid era. For ten points, name this country, the setting of Cry, the Beloved Country, which takes place partially in Johannesburg.",South Africa (accept Republic of South Africa; accept RSA)
"This psychologist contrasted Todestreibe [TOH-des-TRY-buh], the “death drive,” with libido in an essay, and described wish-fulﬁlling fantasies in the case study “Irma’s Injection.” This author of Beyond the Pleasure Principle proposed the existence of a (*) “super-ego” that mediates the reasoning “ego” and the instinctive “id,” and described a condition in which a man is attracted to women who are like his mother as the “Oedipus complex.” For ten points, name this Austrian psycho-analyst who wrote The Interpretation of Dreams.",Sigmund Freud (accept Sigismund Schlomo Freud)
"Each of the two Jelling [“yelling”] stones was raised by a king of these people, Gorm the Old and Harald Bluetooth. These people attacked monasteries in places like Lindisfarne in 793, and they encountered “skraelings” in (*) Vinland during the expedition of Leif Eriksson. The “Great Heathen Army” was made up of, for ten points, what seagoing Germanic people who often decorated their ships with dragon heads, but did not actually wear horned helmets?",vikings (accept Norsemen; accept Danes)
"While determining the “afﬁnity to caloric” of gases, this scientist derived an equation relating speciﬁc heats to numbers of particles in a reaction. This scientist proved the correct formula for water, and because of his namesake law, (*) twenty-two-point-four liters is the molar volume of any gas at standard temperature and pressure. The term molecule was coined by, for ten points, which Italian scientist whose namesake number is about 6.02 x 1023 [six point zero two times ten to the twenty-third]?",Amedeo Avogadro (accept Lorenzo Romano Amadeo Carlo Avogadro)
"Followers of this religion can place a “gad” on themselves to request a spirit’s protection. Marie Laveau was a mambo and one of this religion’s ﬁfteen “Queens,” who led a branch of this religion in (*) New Orleans. Spirits in this religion, called lwa [luh-WAH], include Baron Samedi and Papa Legba, who is associated with the Catholic Saint Peter. For ten points, name this Haitian syncretic religion whose namesake dolls are used for healing and communication with the deceased.",Voodoo (accept Haitian Vodou; accept Louisiana Voodoo; accept Vodun)
"Installations by this artist include a set of pillow-like, metallic Silver Clouds and a set of inked wooden blocks representing Mott’s Apple Juice and Brillo Boxes. This artist worked with his namesake “Superstars” to create ﬁlms like Chelsea Girls in his studio, The (*) Factory, and he used silk-screen printing to create re-colored images of Queen Elizabeth II and Mao Zedong. For ten points, name this American pop artist who made mass-produced images of Marilyn Monroe and Campbell’s Soup Cans.","Andy Warhol (accept Andrew Warhola, Jr)"
"This country’s secret police, SAVAK, was blamed for the Cinema Rex ﬁre, which killed hundreds of people in 1979. A year earlier, dozens of people were killed in this country’s Jaleh Square on “Black Friday” by the forces of Reza Pahlavi, who was forced into exile after the rise of (*) Ayatollah Khomeini [ah-yah-toh-lah koh-may-nee] in an Islamic Revolution. A leader called a “Shah” once led, for ten points, what Asian country where over ﬁfty Americans were taken hostage for four hundred forty-four days in Tehran?",Iran (accet Islamic Republic of Iran; accept Jomhuri-ye Eslami-ye Iran; accept Persia)
"The red clump on this diagram is caused by helium ﬂash, and its “instability strip” includes Cepheid variables [seh-fee-id variables]. A color-magnitude chart is one version of this diagram, whose Hayashi track contains pre- (*) and main-sequence objects. Super-giants are found along this diagram’s top, and white dwarfs form a band at the bottom. For ten points, identify this diagram, named for two astronomers, that shows the relationship between a star’s luminosity and temperature.",Hertzsprung-Russell diagram (accept H-R diagram)
"A character in this novel who lives inside of an elephant statue is killed while collecting ammunition, and is named Gavroche. In this novel, the only surviving Friend of the ABC, Marius, marries a girl whose mother sells her front teeth to pay the (*) Th´ enardier [teh-nar-dee-ay] family. In this novel, Cosette is taken in by a man who spends nineteen years in prison for stealing a loaf of bread. For ten points, name this novel in which Inspector Javert pursues the convict Jean Valjean, written by Victor Hugo.",Les Mis´ erables (do not accept or prompt on “Les Mis”)
"Successive versions of this type of function are known as jerk, snap, crackle, and pop. This function is typically deﬁned using the limit of a difference quotient, and when working with polynomials, the power rule and (*) chain rule are commonly used to ﬁnd this type of function. The slope at a point on a curved line can be calculated using this function. The notation “f prime of x” is used to denote, for ten points, what type of function from calculus that is the opposite of an integral?",derivative (accept differentiation; accept differentiate)
"The last remaining structure of this city’s 1915 World’s Fair is the Palace of Fine Arts. This city’s “painted ladies” are Victorian houses repainted in modern colors. The northern tip of this city is home to Ghirardelli Square and (*) Fisherman’s Wharf. The Haight-Ashbury neighborhood in this city was the birthplace of the “Summer of Love.” The largest Chinatown outside of Asia is in, for ten points, what California city that is home to the Golden Gate Bridge?",San Francisco (accept Frisco)
"The Shine-Delgarno sequence initiates this process in prokaryotes, and tetra-cycline antibiotics inhibit this process by targeting the thirty-S subunit. An amino-acyl synthe-tase enzyme charges the (*) tRNAs needed for this process, and a transferase enzyme makes new peptide bonds between the A and P sites during it. The codon A-U-G marks the start of, for ten points, what process that scans mRNA to assemble a protein at a ribosome?",translation (accept polypeptide synthesis; accept protein synthesis before “protein” is read; do not accept or prompt on “transcription”)
"A lullaby in this story collection warns “summer gales and Killer Whales / are bad for baby seals,” and is set in the Bering Sea. “The White Seal” is in this collection, in which Nag and Nagaina are killed by (*) Rikki-Tikki-Tavi, a mongoose. Shere Khan, a tiger, is killed in this book by a student of the wise bear Baloo and the panther Bagheera. For ten points, name this collection of stories about the “man-cub” Mowgli and his animal friends, written by Rudyard Kipling.",The Jungle Book
"This university is home to the Whiffenpoofs, the oldest collegiate a cappella group in the US. Walter Camp, a rugby player for this university, created American football. Former president William Howard Taft and both presidents Bush were members of a (*) secret society at this school that meets in “The Tomb,” the Skull and Bones Society. This university is located near Long Island Sound in New Haven, Connecticut. For ten points, name this Ivy League university that rivals Harvard.",Yale University
"After becoming a king in this poem, the son of Weohstan [way-oh-stan] rages at other warriors for failing to defend their previous king. In this poem, Unferth mocks a visiting warrior over his swimming match with Breca, but lends him the sword (*) Hrunting for a battle with an underwater monster. This poem’s title man rips off the arm of a creature that terrorizes the mead-hall Heorot [hay-oh-roht], and dies ﬁghting a dragon with Wiglaf. For ten points, name this Old English epic poem about a Geatish [“gate”-ish] hero who kills Grendel.",Beowulf
"The Irish bodhr´ an [BAW-rawn] is a non-standard instrument from this section, which makes up most of an Indonesian gamelan orchestra. This section plays an ostinato throughout Ravel’s Bol´ ero, and was expanded in Gershwin’s An American in Paris to imitate the sound of (*) taxi horns. In a concert band, this section can include “pitched” instruments like crotales, castanets, and, controversially, the piano. For ten points, name this group of instruments, including tambourines, xylophones, and snares, which are played by hitting them.",percussion section (accept drum section)
"In this city, serial killer Delphine LaLaurie tortured and murdered several of her slaves. General Order Number 28, issued by this city’s military governor Benjamin Butler, ofﬁcially branded any woman who insulted a soldier as a prostitute. The ﬂeet of privateer Jean (*) Laﬁtte aided the winning side in a battle that took place three weeks after the Treaty of Ghent was signed. A key to the Anaconda Plan in the Civil War was the capture of, for ten points, what major city at the mouth of the Mississippi River in Louisiana?",New Orleans
"This term describes a type of receptor desensitization associated with drug tolerance. This word and “recombination” apply to gene exchange during crossing-over. In anatomy, this term describes structures like whale ﬂippers and cat legs, whose (*) similar bone arrangement is due to common ancestry. For ten points, give this word, contrasted with “analogous,” that describes a pair of chromosomes with the same genes that separate during meiosis.",homologous (accept homology)
"A fortress overlooking this body of water was the site of a massacre of Sicarii rebels. This body of water is near Masada and Mount Sodom, where a halite pillar nicknamed “Lot’s wife” stands. The Qumran caves that border this lake were the storage place for a set of namesake (*) scrolls. Jordan and Israel border this lake, whose waters is ten times saltier than the ocean’s. For ten points, name this large, salty, inland lake where no aquatic life can survive.",Dead Sea (accept Yam ha-Melah; accept Al-Bahr al-Mayyit; accept Buhayrat Lut or Bahret Lut or Birket Lut)
"In a play by this author, the playwright Konstantin shoots himself after Nina rejects him in favor of Trigorin. In another play by this author of The Seagull, Anya and Varya are the daughters of Madame (*) Ranevskaya, who is convinced by the merchant Lopakhin to chop down the title location. Any prominent object on a stage must have a later use in a rule named for this author’s “gun.” For ten points, name this Russian playwright of The Cherry Orchard.",Anton Chekhov (accept Anton Pavlovich Chekhov)
"The current holder of this religious title includes contributions by ﬁfteen Bhagats, and was compiled by a leader with this title, Arjan Dev. The ﬁrst holder of this title declared, “there is no Hindu; there is no Muslim” in the course of founding a religion that follows the (*) Five K’s. This title has been held by Nanak, and is currently held by a book that will keep this title eternally, the Adi Granth. Sikh leaders have, for ten points, what title, the Sanskrit word for “teacher?”",Sikh gurus (accept Guru Nanak Dev; accept Guru Granth Sahib)
"The anti-hero of this novel falls in love with a Parisian theater owner named Armand, but burns down Armand’s theater on a quest for revenge. This novel’s protagonist ﬂees his enraged former lover, who is drugged and stabbed by his adoptive daughter, the (*) eternally-childlike Claudia. Louis De Point Du Lac describes his life with Lestat de Lioncourt to a news reporter in this novel. For ten points, name this novel about bloodsucking monsters, the ﬁrst by Anne Rice.",Interview with the Vampire
"When joined with the name Lennard-Jones, this scientiﬁc term describes the attraction-repulsion interaction between non-bonding particles. It is not “pressure,” but this term’s “osmotic” form has the formula “negative iCRT” [I-C-R-T]. This term describes a “gravitational” form of (*) energy calculated by multiplying height, mass, and “little g.” For ten points, give this term that describes a form of energy that is stored, contrasted with “kinetic.”",potential (accept electric potential; accept gravitational potential energy; accept potential energy)
"This city’s two kings, representing the Agiads and Eurypontids, were the only members of the Gerousia who were not required to be more than sixty years old. This city’s education system, the agoge [ah-goh-gay], was established by (*) Lycurgus to induct this city’s boys into its army. The helots were a class of slaves in this city, whose king Leonidas was defeated by the Persians at the Battle of Thermopylae. For ten points, name this militaristic Greek city-state that frequently fought with Athens.",Sparta (accept Lacedaemon)
"In 2014, Vincent Icke argued that a painting of this speciﬁc object actually depicts a polished piece of tin because of its high reﬂectivity. This ornament is the visual focus of a tronie, a painting of a ﬁctionalized person, that is nicknamed the (*) “Mona Lisa of the North” for its signiﬁcance to the Dutch Golden Age; in the painting, this piece of clothing hangs just above a white collar and under a yellow-and-blue turban. Johannes Vermeer painted, for ten points, a Girl with what teardrop-shaped piece of jewelry?",pearl earring (accept Girl with a Pearl Earring; accept Maisje met de parel; prompt on “pearl” or “earring” alone)
"This large ethnic group’s mythology includes a monster called the Bunyip and a creator god called the Rainbow Serpent. Most of these peoples are genetically distinct from the nearby Torres Strait Islanders, who were also targeted by a federally-funded (*) Stolen Generations campaign that forcibly removed children from this ethnic group to be raised in white society. For ten points, name this ethnic group who, before the arrival of Europeans, occupied places that are now called Queensland and New South Wales.",Australian aboriginal peoples (accept descriptions like Australian aborigines or native Australians or indigenous Australians; prompt on “Australians;” prompt on descriptions of “indigenous people” that does not mention “Australia;” do not accept or prompt on answers describing native peoples of other locations)
"These processes are called “greedy” if they only make locally optimal choices. “Big O” notation is used to describe the complexity of these processes. Basic examples of these processes include searching and sorting. (*) Programs can implement these processes, which must consist of unambiguous directions. For ten points, give this term from math and computer programming for a ﬁnite, step-by-step list of instructions that can be used to perform a computation.",algorithms
"In one poem, this author says “tomorrow [...] Nobody’ll dare / say to me, / ‘Eat in the kitchen.’” Another poem by this author says “I’se still climbin’” since “life for me ain’t been no crystal stair.” This author of (*) “I, Too, Sing America” and “Mother to Son” says he knows the Congo and Mississippi in a poem that says, “my soul has grown deep.” For ten points, name this Harlem Renaissance poet of “The Negro Speaks of Rivers.”",Langston Hughes (accept James Mercer Langston Hughes)
"Description acceptable. In the de Sitter model, this value is inﬁnite, and in the modiﬁed Einstein-de Sitter model, this value is two-thirds of its current estimate. The brightness of globular clusters places a lower limit on this quantity, which is inversely proportional to the (*) Hubble constant. The discarded “steady-state” model described a universe that was inﬁnite in both size and this quantity. For ten points, identify this quantity, estimated at 13.8 billion years, the measurement of elapsed time since the Big Bang.",age of the universe (both underlined parts required; accept Hubble time or H0 before “globular” is read; accept descriptions like “how old the universe is; accept descriptions like “the amount of time since the Big Bang;” do not accept or prompt on “age of the Earth” or the age of any other speciﬁc astronomical object)
"This mythical man’s only surviving son, Thessalus, became king of Ialcus. When this man tried to marry a princess of Corinth, both his ﬁanc´ ee and his children were killed by his abandoned ﬁrst wife, the sorceress (*) Medea. On his most famous quest, this hero led a group that included Atalanta, Heracles, and Orpheus, who helped this man’s crew by playing his lyre to drown out the Sirens. For ten points, name this captain of the Argo who sought the Golden Fleece.",Jason (accept Iason)
"A 1922 Common Travel Area agreement regarding this border allows free crossing but not free trade. A failed “backstop” proposal would have indeﬁnitely prevented customs controls along this border. This border has been “soft” since the (*) Good Friday Agreement, a status that Theresa May and Boris Johnson’s governments have sought to preserve while mediating the results of a 2016 referendum. For ten points, name this border on the Emerald Isle, the only land border with the European Union to be affected by Brexit.","the UK-Ireland border (accept descriptions of the border between Ireland and any of the following: the United Kingdom OR Great Britain OR Northern Ireland; accept the border between the UK and the EU OR European Union until “European Union” is read; accept equivalents like “the British/Irish border”; prompt on partial answers that do not describe BOTH sides of the border; prompt on answers that only mention one side of the border, like “Ireland’s northern border;” do not accept or prompt on “the English/Irish border” or “the English/EU border,” since the border is not with England)"
"Wilhelm Schlenk discovered one of these conditions for Grignard reactions [gring-yar reactions]. When centrifuging colloids, this term applies if diffusion offsets sedimentation. A meta-stable mixture (*) lacks this property, whose constant is the reaction quotient at this condition. Decreasing pressure shifts this condition to the side of a reaction with more moles of gas, according to Le Chatelier’s principle [luh shah-tell-yay’s principle]. For ten points, name this condition at which forward and reverse reaction rates are the same.",equilibrium (accept equilibria)
"A postmodernist novel written in this language follows the reader’s ﬁxation on Ludmilla in second- person chapters. In another novel written in this language, William of Baskerville travels to this language’s native country and investigates the murder of Adelmo. This language was used for the novels (*) If on a winter’s night a traveler and The Name of the Rose, which were written by Umberto Eco and Italo Calvino. For ten points, name this European language used by authors who lived in Turin and Milan.",Italian (accept italiano; accept Italy; do not accept or prompt on “Latin”)
"An early form of this policy was enacted by Neal Dow’s 1851 Maine Law. A modiﬁed form of this policy, the Cullen-Harrison Act, allowed a “3.2” form of a particular good, although a 0.5% limit had been imposed by the earlier (*) Volstead Act. Carrie A. Nation promoted this policy, which was fully established by the Eighteenth Amendment and repealed by the Twenty-First. For ten points, name this policy, supported by the Anti-Saloon league, that temporarily banned the sale of alcohol in the US.",Prohibition (accept teetotalling or temperance; accept descriptions like banning alcohol before “alcohol” is read)
"This author described a frightening ebony clock owned by Prince Prospero in one story, and wrote about General Lasalle rescuing a victim of the Spanish Inquisition who had been trapped in a room with burning hot walls. In another story by this author, (*) Montressor gets revenge on Fortunato by bricking him into a cellar wall. For ten points, name this American author of macabre short stories like “The Masque of the Red Death,” “The Pit and the Pendulum,” and “The Cask of Amontillado.”",Edgar Allan Poe
"During this religious period, night-time congregational prayers include the Tarawih. Suhur and iftar are consumed before dawn and after sunset in this month, during which the pillar of sawm is observed. This celebration includes (*) Laylat al-Qadr, the Night of Power, when the ﬁrst verses of the Quran were revealed to Muhammad; it is followed by Eid al-Fitr [eed al fee-tur], which is celebrated with feasting. For ten points, name this Islamic holy month devoted to reﬂection and daytime fasting.",Ramadan
"Each of bromine and this element name a type of number used to characterize the unsaturation of fats. A common clock reaction changes color when this element complexes with starch. Pills containing potassium and this element may be issued to victims of (*) nuclear disasters. A product whose name combines this element and “beta” is a popular skin antiseptic. For ten points, name this purplish halogen that can be added to table salt for thyroid health, and that has atomic number 53 and symbol I [EYE].",iodine (accept I before it is read)
"A New York Times article about this war outlined Daniel Ellsberg’s leak of documents that described the rise of Ngo Dinh Diem [no din dee-yem] and the goal of containing Chinese inﬂuence, nicknamed the Pentagon Papers. For negotiating this war’s ceaseﬁre, (*) Henry Kissinger controversially earned a Nobel Peace Prize. Saigon was renamed Ho Chi Minh City after, for ten points, what war in which an American-backed force was defeated by communists in Southeast Asia?",Vietnam War (accept Second Indochina War)
"One of these musical works was adapted into the song “Goin’ Home” and was partially inspired by the poem The Song of Hiawatha. Palindrome and Surprise are two of the one-hundred-four works of this type by their “father,” (*) Joseph Haydn. Mahler wrote his “Song of the Earth” to avoid the “curse of the ninth” associated with these works, and Brahms’s ﬁrst one is nicknamed “Beethoven’s Tenth.” Four movements make up the modern form of, for ten points, what long musical works for full orchestra?",symphony (accept symphonies; accept New World Symphony or Symphony From the New World; accept Palindrome Symphony; accept Surprise Symphony; accept symphonies by Dvorak before “Palindrome” is read)
"A king of this country bribed Venetian glassmakers to move to this country to make luxury mirrors. This country was forbidden from allying with Spain in the Peace of Utrecht. Nobles of this country attempted to dethrone a boy king in a rebellion called the Fronde. This ofﬁcially Catholic country persecuted the (*) Huguenots after the Edict of Fontainebleau. The palace of Versailles was once a royal residence in, for ten points, what country led by the “Sun King,” Louis XIV [fourteenth]?",France (accept Kingdom of France; accept Royaume de France)
"After its awful expansion year, this team drafted Lew Alcindor following a coin-ﬂip with Phoenix. This team was swept in the ﬁrst round of the 2013 playoffs, although Brandon Jennings claimed they would win “in six.” This team won their ﬁrst championship in 1971, led by (*) Kareem Abdul-Jabar, and took their second when Brook Lopez and Khris Middleton beat the Suns in six games. Giannis Antetokounmpo [YAH-niss on-teh-teh-KOOM-poh] plays for, for ten points, what 2021 NBA Champions from eastern Wisconsin?",Milwaukee Bucks (accept either underlined portion)
"A character in this work rides on the back of Geryon and sees Ulysses inside a moving ﬂame. In this work, Ugolino describes eating his children, and a whirlwind separates Francesca da Rimini from her lover, Paolo. After seeing a (*) leopard, a lion, and a female wolf, the main character of this poem enters a gate under the words “abandon all hope, ye who enter here,” and is led by the dead poet Virgil. For ten points, name this poetic journey through the Catholic Hell, the ﬁrst section of Dante’s Divine Comedy.",Inferno (prompt on “Divine Comedy” or “Divina Commedia” before it is read)
"In this city, a set of ﬁfteen “moonlight towers” that were built in the nineteenth century still operate at night. This seat of Travis County lies on an eight-hundred-sixty-two-mile-long Colorado River that does not ﬂow through the Grand Canyon. (*) San Marcos and Round Rock are suburbs of this home city of the South by Southwest festival. This city’s namesake was defeated in an 1836 presidential election by Sam Houston. For ten points, name this city that trails San Antonio and Dallas in population, the capital of Texas.",Austin
"Xanthe-lasma is caused by deposits of this compound under the skin. It is not bile, but yellow gallstones are primarily crystals of this molecule, whose four-ring structure is the precursor of (*) steroid hormones. The best-selling drug of all time is a statin that lowers this molecule’s LDL or “bad” form. For ten points, name this lipid molecule that is concentrated in shellﬁsh and egg yolks, and that forms plaques that harden arteries.",cholesterol (anti-prompt on “HDL” or “high density lipoprotein”; anti-prompt on “low density lipoprotein” or “LDL” before “LDL” is read)
"This man’s successful guerilla campaign in the Sierra Maestra began with only nineteen people. While on trial, this man delivered his “History Will Absolve Me” speech, which became the manifesto of the (*) Twenty-sixth of July Movement. Due to health issues, this man handed the presidency over to his brother, Ra´ ul, in 2008. Fulgencio Batista’s government was overthrown by, for ten points, what revolutionary who established the Communist party in Cuba?",Fidel Castro (accept Fidel Alejandro Castro Ruz; prompt on “Castro” alone)
"This operation is typically applied to n in the binomial theorem, as well as to the time variable in the formula for compound interest. The base of this operation can be zero, unlike the base of its inverse operation, the (*) logarithm. This type of function will always, eventually, grow faster than a polynomial. The “two” in “y equals x squared” indicates, for ten points, what mathematical operation that is written above and to the right of a number?",exponentiation (accept exponents; accept descriptions of “raising a number to a power”)
"A McLeod gauge is attached to equipment operating under this condition, which minimizes heat conduction within a Dewar ﬂask. This phenomenon exists between Magdeburg hemispheres, and is found above the mercury (*) column in a Torricelli barometer. Robert Boyle designed an air pump to prove that sound cannot travel through this medium. Aristotle said that “nature abhors,” for ten points, what condition in which a space is entirely devoid of matter?",vacuum
"An author from this country who uses the pen name “Banana” wrote a story about a girl who is obsessed with her dead grandmother’s kitchen. An author from this country wrote Confessions of a Mask and committed public (*) seppuku [seh-poo-koo] after leading a failed coup. While looking for his cat, Toru must also search for his missing wife Kumiko [koo-mee-koh] in The Wind Up Bird Chronicle, a novel from this country. For ten points, Yukio Mishima [yoo-kee-oh mee-shee-mah] is from what country, where Haruki Murakami [hah-roo-kee moo-rah-kah-mee] once lived in Kyoto?",Japan (accept Nihon-koku or Nippon-koku)
"This artist was challenged to paint the battle of Anghiari in the Palazzo Vecchio along with his rival, Michelangelo. This man used sfumato, a shading technique that created a mysterious atmosphere, in paintings like The (*) Virgin of the Rocks and a portrait of Francesco del Gioconda’s wife. While studying the human body, this artist drew the “Vitruvian Man” illustration, in which a nude man extends his limbs in a circle and a square. For ten points, name this Italian Renaissance artist who painted the Mona Lisa.",Leonardo da Vinci (accept either underlined portion)
"This thinker described a materialist view of history in The Eighteenth Brumaire of Louis Napoleon, which claims that “history repeats itself, ﬁrst as tragedy, then as farce.” This thinker described a “specter” that is (*) “haunting Europe” when discussing a history of class struggle, and described the differences between the proletariat and bourgeois [borj-wah] classes in a work co-written with Friedrich Engels. For ten points, name this German philosopher who wrote Das Kapital and co-wrote the Communist Manifesto.",Karl Marx (accept Karl Heinrich Marx)
"This deity was the mother of Zagreus and Melinoe, and raised Adonis, over whom she feuded with Aphrodite. Also known by the name Kore [koh-ray], this goddess and her mother were worshipped in the cult at Eleusis [eh-loo-sis]. (*) Pirithous tried to kidnap this goddess, who causes the changing of the seasons by spending part of each year with her mother, Demeter, and part with her abductor, Hades. For ten points, name this queen of the underworld in Greek myth.",Persephone (accept Kore before it is read; accept Proserpina before “Greek” is read)
"According to the Nice [nees] model, this astronomical body has had the greatest shift between its initial and ﬁnal orbits, and it has the second most trojans in the solar system. The solar system’s fastest winds created this planet’s (*) “Scooter” cloud formation. The largest known non-spherical satellite, Proteus, orbits this planet, which was once home to a storm nicknamed the “Great Dark Spot.” Triton orbits, for ten points, what vivid blue eighth planet from the Sun?",Neptune
"Two authors with this surname wrote The Tenant of Wildfell Hall and a novel in which Zillah exposes Mr Lockwood to the ghost of Catherine while he stays in a manor house. A member of this family wrote a novel in which (*) Bertha Mason burns down Thornﬁeld Hall, allowing Mr Rochester to marry the title woman. For ten points, give the surname shared by the authors of Wuthering Heights and Jane Eyre, a group of sisters named Anne, Charlotte, and Emily.","Bront¨ e (accept Anne, Charlotte, and/or Emily Bront¨ e; accept the Bront¨ es or the Bront¨ e sisters; accept Acton, Currer, and/or Ellis Bell)"
"This region was the destination of the Peoria Party, who carried ﬂags promoting “[this region] or the grave.” The 1850 Donation Land Act redeemed promises of hundreds of acres of land to settlers in this territory, which was the focus of a “Great (*) Migration” in 1843. Expeditions that began in Independence, Missouri, attempted to reach this territory’s Willamette Valley. For ten points, name this modern state, the endpoint of a namesake migratory Trail that carried European-Americans to the upper west coast.",Oregon (accept Oregon Territory or Oregon Country)
"On the Pauling scale, calcium’s electronegativity is this number. Racemization [RAY-suh-mah-ZAY-shun] requires this many steps. Silver’s most common oxidation state is this number, which is also the number of hydroxyl groups in phenol. A (*) methyl group contains this many carbon atoms, and halogens need this many additional electrons to reach a full valence octet. For ten points, give this group number of the alkali metals that is also hydrogen’s atomic number.",one (accept plus one or one plus)
"After resigning from his post in the cabinet, this soldier was made second-in-command to his friend Colonel Leonard Wood. In the book The Naval War of 1812, this historiographer advocated for building American naval power, which he did by funding the (*) Great White Fleet. With the First Volunteer Cavalry Regiment, this man became the “Hero of San Juan Hill” before being elected Vice President under McKinley. For ten points, name this member of the Rough Riders, who was the twenty-sixth U.S. president.",Theodore Roosevelt Jr. (accept Teddy Roosevelt; prompt on “Roosevelt” alone)
"This action can be performed by Zen Buddhists using a tsu-ku-bai. In Judaism, the limited “netilat yadayim” form of this action can be performed using a cup, and a mikveh can be used to perform a more complete form of this ritual. This action is performed symbolically through the Christian practice of (*) baptism, and can be performed by Hindus in the Ganges River. For ten points, name this ritual action in which believers purify themselves using water.",washing (accept equivalents like bathing; accept speciﬁc descriptions like cleaning one’s hands or washing one’s face; prompt on less speciﬁc descriptions like “purifying” or “purifying oneself” before “purify” is read)
"This novel’s protagonist is apprenticed to the undertaker, Mr Sowerberry, by the beadle Mr Bumble. In this novel, Rose Maylie and Mr Brownlow collect information from Nancy shortly before she is murdered by (*) Bill Sikes. This novel’s title orphan is recruited to a gang of pickpockets led by Fagin by a boy nicknamed the Artful Dodger. For ten points, name this novel in which a young boy accidentally enters a life of crime when he is kicked out of a workhouse for asking for more gruel.","Oliver Twist; or, the Parish Boy’s Progress"
"On an episode of this show, titled “Judgment Night,” a passenger aboard the Queen of Glasgow discovers he’s actually a U-boat captain being punished for war crimes. William Shatner insists that there’s “some... (*) THING on the wing” in “Nightmare at 20,000 Feet,” an episode that was remade during this show’s 2019 revival, narrated by Jordan Peele. This show’s creator introduced it as “a ﬁfth dimension.” Rod Serling presented, for ten points, what 1960s anthology show known for its science ﬁction and supernatural twists?",The Twilight Zone
"This country carried out Project 596 to become a nuclear power and achieve one step of the “Two Bombs, One Satellite” goal. The Soviet Union asked the United States to stay neutral in a planned nuclear attack on this country, which gradually broke with the Soviets over ideological differences in the application of (*) Leninism. In 1972, this country welcomed Richard Nixon for a diplomatic visit. For ten points, name this communist power that, for much of the twentieth century, was led by Chairman Mao Zedong.",China (accept People’s Republic of China; accept Zhongguo Renmin Gongheguo)
